experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,encode_us,lut_us,scan_us,select_us,rerank_us,notes
PQ-SDC,M8,2,p,300,1.082170,0.490760,15.739789,2.995456,1.795137,36.028000,0.000000,1292.668000,733.336000,66.404000,
PQ-M,M8,4,p,300,0.609152,0.675540,27.962032,0.898304,1.795137,0.000000,31.900000,1054.774000,862.118000,392.858000,
PQ-SDC,M8,4,p,300,0.562402,0.490760,30.286393,2.995456,1.795137,37.020000,0.000000,1298.942000,732.344000,79.348000,
PQ-M,M8,8,p,300,0.388408,0.675540,43.853700,0.898304,1.795137,0.000000,61.870000,1100.146000,814.380000,181.884000,
PQ-SDC,M8,8,p,300,0.413274,0.490760,41.215097,2.995456,1.795137,76.992000,0.000000,1506.232000,743.514000,86.352000,
PQ-M,M8,16,p,300,0.290162,0.675540,58.702132,0.898304,1.795137,0.000000,32.244000,2171.998000,960.082000,150.122000,
PQ-SDC,M8,16,p,300,0.333378,0.490760,51.092538,2.995456,1.795137,85.362000,0.000000,2145.880000,1372.050000,186.998000,
PQ-M,M8,32,p,300,0.277678,0.675540,61.341295,0.898304,1.795137,0.000000,53.764000,3485.272000,1988.076000,499.526000,
PQ-SDC,M8,32,p,300,0.311408,0.490760,54.697143,2.995456,1.795137,138.700000,0.000000,4400.418000,2217.126000,150.392000,
PQ-M,M8,1,p,400,1.993984,0.743800,8.542259,0.898304,1.795137,0.000000,31.308000,1063.008000,748.358000,128.276000,
PQ-SDC,M8,1,p,400,2.213942,0.553440,7.693575,2.995456,1.795137,36.518000,0.000000,1306.834000,741.326000,106.926000,
PQ-M,M8,2,p,400,1.005612,0.743800,16.938072,0.898304,1.795137,0.000000,31.696000,1065.586000,748.742000,125.132000,
PQ-SDC,M8,2,p,400,1.126446,0.553440,15.121123,2.995456,1.795137,36.494000,0.000000,1307.502000,733.310000,138.578000,
PQ-M,M8,4,p,400,0.498678,0.743800,34.156566,0.898304,1.795137,0.000000,32.252000,1056.178000,745.012000,110.912000,
PQ-SDC,M8,4,p,400,0.570698,0.553440,29.846132,2.995456,1.795137,36.372000,0.000000,1305.326000,733.164000,123.190000,
PQ-M,M8,8,p,400,0.318820,0.743800,53.425532,0.898304,1.795137,0.000000,32.196000,1175.024000,796.522000,108.350000,
PQ-SDC,M8,8,p,400,0.392490,0.553440,43.397610,2.995456,1.795137,72.466000,0.000000,1429.684000,801.448000,115.262000,
PQ-M,M8,16,p,400,0.294772,0.743800,57.784077,0.898304,1.795137,0.000000,34.910000,1989.184000,1387.748000,273.580000,
PQ-SDC,M8,16,p,400,0.331246,0.553440,51.421385,2.995456,1.795137,66.852000,0.000000,2308.584000,1640.820000,121.114000,
PQ-M,M8,32,p,400,0.294650,0.743800,57.808003,0.898304,1.795137,0.000000,165.096000,3193.154000,2319.692000,458.330000,
PQ-SDC,M8,32,p,400,0.320888,0.553440,53.081225,2.995456,1.795137,39.486000,0.000000,4677.378000,2069.520000,366.272000,
PQ-M,M8,1,p,450,2.011520,0.770800,8.467790,0.898304,1.795137,0.000000,31.710000,1069.212000,749.250000,138.788000,
PQ-SDC,M8,1,p,450,2.208982,0.578860,7.710850,2.995456,1.795137,36.444000,0.000000,1306.246000,739.454000,104.372000,
PQ-M,M8,2,p,450,0.989520,0.770800,17.213526,0.898304,1.795137,0.000000,31.214000,1058.422000,750.378000,105.724000,
PQ-SDC,M8,2,p,450,1.110846,0.578860,15.333474,2.995456,1.795137,36.212000,0.000000,1304.680000,740.568000,104.650000,
PQ-M,M8,4,p,450,0.501084,0.770800,33.992560,0.898304,1.795137,0.000000,31.376000,1062.616000,748.370000,123.824000,
PQ-SDC,M8,4,p,450,0.569966,0.578860,29.884463,2.995456,1.795137,36.466000,0.000000,1308.880000,735.678000,122.146000,
PQ-M,M8,8,p,450,0.328742,0.770800,51.813057,0.898304,1.795137,0.000000,31.966000,1166.230000,811.148000,113.024000,
